smallRNAName	NC1	NC2	NC3	NC4	NC5	Pcos1	Pcos2	Pcos3	Pcos4	Pcos5
tsrna-17421	2.635421114	0	2.583034885	0	3.766100078	0	15.0665376	3.984222479	0	0
tsrna-11248	0	0	1.291517443	0	0	0	0	0	0	3.285205079
tsrna-19186	0	0	1.291517443	0	1.255366693	0	0	1.992111239	0	0
tsrna-03532	7.906263342	1.084043743	3.874552328	8.809718882	3.766100078	0	7.533268798	3.984222479	56.64823711	13.14082032
tsrna-06788	0	0	1.291517443	0	0	0	0	0	0	0
tsrna-01890	0	6.50426246	2.583034885	4.404859441	1.255366693	0	3.766634399	1.992111239	11.32964742	9.855615237
tsrna-05268	44.80215894	11.92448118	30.99641862	409.651928	18.83050039	35.87937355	26.36644079	25.89744611	107.6316505	32.85205079
tsrna-10003	0	0	1.291517443	0	2.510733385	0	0	0	0	0
tsrna-19131	0	1.084043743	5.16606977	13.21457832	5.02146677	11.95979118	7.533268798	5.976333718	0	3.285205079
tsrna-23518	18.4479478	5.420218717	9.040622098	79.28746994	7.532200156	5.979895591	26.36644079	11.95266744	158.6150639	16.42602539
tsrna-05280	26.35421114	3.25213123	2.583034885	17.61943776	8.787566848	5.979895591	11.2999032	9.960556197	11.32964742	3.285205079
tsrna-13885	2.635421114	1.084043743	1.291517443	4.404859441	3.766100078	5.979895591	0	0	0	6.570410158
tsrna-23555	2.635421114	0	0	0	1.255366693	0	3.766634399	0	0	0
tsrna-00047	0	0	0	0	0	5.979895591	0	0	0	0
tsrna-25683	2.635421114	1.084043743	0	0	1.255366693	5.979895591	7.533268798	0	84.97235566	3.285205079
tsrna-09001	2.635421114	0	1.291517443	0	0	0	7.533268798	0	0	0
tsrna-19440	5.270842228	1.084043743	2.583034885	22.0242972	5.02146677	0	3.766634399	1.992111239	5.664823711	6.570410158
tsrna-08903	10.54168446	0	5.16606977	13.21457832	5.02146677	0	7.533268798	0	62.31306082	0
tsrna-12372	7.906263342	4.336174973	9.040622098	17.61943776	23.85196716	5.979895591	3.766634399	21.91322363	16.99447113	19.71123047
tsrna-16404	0	0	1.291517443	4.404859441	0	0	0	0	0	0
tsrna-06158	5.270842228	0	3.874552328	0	2.510733385	5.979895591	3.766634399	0	67.97788453	9.855615237
tsrna-23920	2.635421114	0	0	0	3.766100078	0	0	0	5.664823711	3.285205079
tsrna-01901	28.98963225	6.50426246	10.33213954	8.809718882	6.276833463	17.93968677	22.59980639	11.95266744	11.32964742	36.13725587
tsrna-20358	0	0	0	4.404859441	0	0	0	0	0	0
tsrna-14175	0	0	0	0	2.510733385	0	0	0	0	3.285205079
tsrna-14803	5.270842228	1.084043743	0	13.21457832	0	0	3.766634399	3.984222479	0	6.570410158
tsrna-16486	21.08336891	15.17661241	45.20311049	136.5506427	20.08586708	11.95979118	37.66634399	25.89744611	28.32411855	26.28164063
tsrna-02188	0	0	0	0	0	5.979895591	0	0	0	0
tsrna-15238	31.62505337	7.588306203	24.53883141	242.2672693	18.83050039	35.87937355	18.833172	19.92111239	62.31306082	29.56684571
tsrna-12206	2.635421114	0	0	0	1.255366693	0	3.766634399	1.992111239	5.664823711	0
tsrna-09021	0	0	0	0	1.255366693	0	0	0	0	0
tsrna-07305	0	2.168087487	1.291517443	0	1.255366693	0	11.2999032	0	0	0
tsrna-10992	0	0	0	0	0	5.979895591	0	0	0	0
tsrna-21497	0	0	0	0	1.255366693	0	3.766634399	0	0	0
tsrna-19513	2.635421114	1.084043743	0	0	0	0	0	3.984222479	0	0
tsrna-17641	2.635421114	1.084043743	1.291517443	4.404859441	2.510733385	5.979895591	3.766634399	1.992111239	11.32964742	3.285205079
tsrna-25523	0	0	0	4.404859441	0	0	0	0	16.99447113	3.285205079
tsrna-18474	2.635421114	0	0	0	1.255366693	0	0	3.984222479	5.664823711	3.285205079
tsrna-25194	5.270842228	0	1.291517443	101.3117671	3.766100078	0	15.0665376	1.992111239	101.9668268	32.85205079
tsrna-23603	0	0	1.291517443	0	0	0	0	0	0	0
tsrna-23875	0	0	1.291517443	0	0	0	3.766634399	0	5.664823711	3.285205079
tsrna-06328	0	0	0	0	0	0	0	0	5.664823711	0
tsrna-01112	0	0	0	4.404859441	1.255366693	0	0	1.992111239	0	0
tsrna-19888	0	0	1.291517443	0	0	0	0	0	0	0
tsrna-13759	0	1.084043743	0	0	1.255366693	0	0	0	0	0
tsrna-10722	0	0	1.291517443	0	0	0	0	3.984222479	0	3.285205079
tsrna-08894	18.4479478	7.588306203	5.16606977	171.7895182	7.532200156	11.95979118	7.533268798	7.968444958	11.32964742	19.71123047
tsrna-21771	0	0	0	0	1.255366693	0	0	0	0	0
tsrna-14030	31.62505337	4.336174973	14.20669187	8.809718882	21.34123377	11.95979118	18.833172	11.95266744	11.32964742	22.99643555
tsrna-24858	2.635421114	1.084043743	9.040622098	4.404859441	2.510733385	23.91958236	37.66634399	3.984222479	16.99447113	13.14082032
tsrna-12220	0	0	0	4.404859441	2.510733385	0	0	3.984222479	0	0
tsrna-20799	18.4479478	11.92448118	18.0812442	30.83401609	13.80903362	5.979895591	22.59980639	29.88166859	56.64823711	3.285205079
tsrna-17846	0	0	0	0	0	0	0	0	56.64823711	0
tsrna-13297	901.314021	1412.508998	1837.829321	902.9961854	1122.297823	1154.119849	934.125331	507.9883661	674.1140216	844.2977053
tsrna-22050	5.270842228	3.25213123	2.583034885	0	5.02146677	11.95979118	15.0665376	3.984222479	0	0
tsrna-09468	0	0	0	0	0	0	3.766634399	0	0	0
tsrna-13074	0	0	0	0	0	0	0	1.992111239	0	0
tsrna-10291	5.270842228	0	0	0	2.510733385	0	0	5.976333718	5.664823711	0
tsrna-21772	5.270842228	1.084043743	3.874552328	0	2.510733385	5.979895591	7.533268798	1.992111239	5.664823711	0
tsrna-22564	2.635421114	0	0	0	0	0	0	0	5.664823711	0
tsrna-13509	7563.658597	11990.60785	7043.936132	8554.237034	6569.333902	14979.63846	7450.402842	5249.213116	15476.29838	10568.50474
tsrna-04727	0	0	0	0	1.255366693	0	0	0	0	0
tsrna-19485	2.635421114	0	0	0	0	0	0	0	0	0
tsrna-20752	5.270842228	2.168087487	1.291517443	0	10.04293354	11.95979118	7.533268798	5.976333718	11.32964742	6.570410158
tsrna-02197	0	0	2.583034885	0	1.255366693	0	0	0	0	0
tsrna-00816	0	0	0	0	1.255366693	0	3.766634399	0	0	0
tsrna-06209	36.8958956	23.84896235	38.74552328	4.404859441	20.08586708	47.83916473	64.03278479	39.84222479	101.9668268	42.70766603
tsrna-23773	7.906263342	5.420218717	14.20669187	35.23887553	1.255366693	5.979895591	41.43297839	1.992111239	22.65929484	22.99643555
tsrna-09439	10.54168446	2.168087487	10.33213954	8.809718882	20.08586708	0	7.533268798	11.95266744	22.65929484	6.570410158
tsrna-18786	7.906263342	1.084043743	6.457587213	4.404859441	6.276833463	5.979895591	11.2999032	3.984222479	90.63717937	0
tsrna-23709	2.635421114	0	0	0	0	0	0	0	0	0
tsrna-14928	0	5.420218717	7.749104656	8.809718882	7.532200156	5.979895591	18.833172	21.91322363	33.98894226	6.570410158
tsrna-17608	26.35421114	7.588306203	30.99641862	70.47775105	30.12880062	5.979895591	33.89970959	3.984222479	50.9834134	49.27807618
tsrna-18942	13.17710557	10.84043743	9.040622098	8.809718882	3.766100078	23.91958236	3.766634399	9.960556197	16.99447113	13.14082032
tsrna-02390	47.43758005	10.84043743	46.49462793	13.21457832	30.12880062	29.89947796	11.2999032	109.5661182	33.98894226	52.56328126
tsrna-03922	0	0	1.291517443	0	0	0	0	0	0	0
tsrna-10183	0	0	0	8.809718882	0	0	0	0	0	0
tsrna-23595	7.906263342	1.084043743	0	8.809718882	3.766100078	0	11.2999032	0	16.99447113	6.570410158
tsrna-20651	0	0	1.291517443	0	1.255366693	0	0	0	0	0
tsrna-16251	0	0	0	0	1.255366693	0	0	0	0	0
tsrna-10237	0	0	2.583034885	0	0	11.95979118	0	0	33.98894226	0
tsrna-16333	0	0	1.291517443	0	1.255366693	0	0	0	0	0
tsrna-24791	15.81252668	7.588306203	7.749104656	22.0242972	8.787566848	29.89947796	11.2999032	5.976333718	22.65929484	9.855615237
tsrna-25162	2.635421114	0	7.749104656	4.404859441	0	0	0	3.984222479	5.664823711	3.285205079
tsrna-00350	0	7.588306203	2.583034885	4.404859441	2.510733385	17.93968677	3.766634399	1.992111239	5.664823711	0
tsrna-15591	0	0	0	0	1.255366693	0	0	0	5.664823711	0
tsrna-26552	2.635421114	0	0	0	0	5.979895591	0	0	0	0
tsrna-01936	0	0	1.291517443	0	1.255366693	0	0	1.992111239	0	0
tsrna-06560	0	0	0	0	0	5.979895591	0	0	11.32964742	6.570410158
tsrna-08998	0	0	0	4.404859441	0	0	0	0	0	0
tsrna-06900	2.635421114	0	0	0	0	0	0	0	0	0
tsrna-04228	2.635421114	1.084043743	1.291517443	0	1.255366693	0	3.766634399	0	0	0
tsrna-15242	234.5524791	88.89158695	165.3142327	753.2309644	158.1762033	149.4973898	256.1311391	258.9744611	464.5155443	236.5347657
tsrna-21751	0	0	0	0	0	0	0	1.992111239	0	0
tsrna-15183	10.54168446	4.336174973	0	22.0242972	3.766100078	0	22.59980639	9.960556197	56.64823711	6.570410158
tsrna-25160	0	0	0	0	1.255366693	0	0	0	0	0
tsrna-19570	0	0	0	0	0	0	0	0	5.664823711	0
tsrna-03427	28.98963225	6.50426246	14.20669187	30.83401609	20.08586708	0	7.533268798	15.93688992	11.32964742	3.285205079
tsrna-04514	2.635421114	0	1.291517443	0	6.276833463	0	11.2999032	0	5.664823711	0
tsrna-06589	7.906263342	2.168087487	0	4.404859441	2.510733385	5.979895591	0	0	5.664823711	0
tsrna-12526	0	0	0	4.404859441	0	0	0	0	0	0
tsrna-04947	2.635421114	0	0	13.21457832	3.766100078	0	3.766634399	1.992111239	0	0
tsrna-12301	7.906263342	6.50426246	3.874552328	4.404859441	2.510733385	5.979895591	11.2999032	0	28.32411855	13.14082032
tsrna-08008	2.635421114	0	1.291517443	0	0	0	0	0	5.664823711	0
tsrna-16718	0	1.084043743	0	0	0	0	0	0	0	0
tsrna-23805	0	0	0	0	1.255366693	0	0	1.992111239	0	0
tsrna-21656	0	0	0	0	0	0	0	1.992111239	0	0
tsrna-15999	23.71879003	3.25213123	15.49820931	26.42915665	1.255366693	0	11.2999032	13.94477868	28.32411855	13.14082032
tsrna-14646	0	0	0	0	0	0	3.766634399	0	0	0
tsrna-10103	0	0	0	0	0	5.979895591	0	0	0	0
tsrna-00667	0	0	0	0	0	0	0	0	5.664823711	0
tsrna-20475	0	2.168087487	0	0	2.510733385	0	0	0	0	0
tsrna-15073	2.635421114	0	0	0	2.510733385	0	0	0	11.32964742	0
tsrna-01420	0	0	1.291517443	0	0	0	0	0	0	0
tsrna-14182	0	0	1.291517443	0	0	0	0	1.992111239	0	0
tsrna-00144	5.270842228	0	2.583034885	39.64373497	2.510733385	0	7.533268798	3.984222479	50.9834134	6.570410158
tsrna-13048	0	1.084043743	5.16606977	8.809718882	6.276833463	17.93968677	3.766634399	3.984222479	0	3.285205079
tsrna-01280	0	0	1.291517443	0	0	0	0	1.992111239	0	0
tsrna-22098	2.635421114	1.084043743	1.291517443	13.21457832	2.510733385	11.95979118	0	5.976333718	16.99447113	9.855615237
tsrna-13244	0	0	0	0	1.255366693	0	0	0	0	0
tsrna-22819	31.62505337	3.25213123	3.874552328	13.21457832	6.276833463	5.979895591	3.766634399	9.960556197	73.64270824	29.56684571
tsrna-00779	13.17710557	6.50426246	6.457587213	22.0242972	5.02146677	47.83916473	56.49951599	9.960556197	16.99447113	29.56684571
tsrna-04397	0	0	1.291517443	0	0	0	0	0	0	0
tsrna-08473	2.635421114	0	0	0	0	0	0	0	0	0
tsrna-21589	0	0	0	4.404859441	0	0	0	0	0	0
tsrna-26488	5.270842228	0	0	0	0	0	3.766634399	0	0	0
tsrna-05163	0	0	0	4.404859441	0	0	0	7.968444958	11.32964742	3.285205079
tsrna-10163	2.635421114	1.084043743	0	4.404859441	0	0	0	0	39.65376597	3.285205079
tsrna-12389	44.80215894	35.77344353	32.28793606	26.42915665	65.27906802	65.7788515	52.73288159	65.7396709	56.64823711	88.70053713
tsrna-16410	31.62505337	4.336174973	15.49820931	22.0242972	26.36270054	5.979895591	15.0665376	27.88955735	5.664823711	22.99643555
tsrna-05876	0	0	0	0	0	0	0	1.992111239	0	0
tsrna-10038	0	0	0	0	0	0	0	1.992111239	0	0
tsrna-17596	7.906263342	5.420218717	10.33213954	8.809718882	6.276833463	17.93968677	7.533268798	5.976333718	5.664823711	9.855615237
tsrna-23998	15.81252668	3.25213123	16.78972675	17.61943776	15.06440031	5.979895591	11.2999032	11.95266744	45.31858969	6.570410158
tsrna-03239	60.61468562	30.35322481	95.57229075	83.69232938	207.1355043	77.73864268	90.39922558	147.4162317	84.97235566	65.70410158
tsrna-03936	10.54168446	2.168087487	9.040622098	17.61943776	2.510733385	41.85926914	30.13307519	5.976333718	16.99447113	22.99643555
tsrna-06181	5.270842228	3.25213123	5.16606977	17.61943776	3.766100078	0	3.766634399	5.976333718	16.99447113	0
tsrna-02306	0	0	0	0	0	0	0	1.992111239	0	0
tsrna-03259	0	0	1.291517443	0	1.255366693	0	0	0	0	0
tsrna-21056	10.54168446	2.168087487	2.583034885	101.3117671	1.255366693	11.95979118	22.59980639	0	317.2301278	26.28164063
tsrna-12886	0	2.168087487	3.874552328	96.9069077	0	0	3.766634399	3.984222479	5.664823711	0
tsrna-19999	0	1.084043743	0	0	0	0	0	0	0	3.285205079
tsrna-12760	0	1.084043743	3.874552328	8.809718882	2.510733385	0	7.533268798	1.992111239	45.31858969	3.285205079
tsrna-13049	5.270842228	4.336174973	3.874552328	8.809718882	7.532200156	11.95979118	11.2999032	7.968444958	5.664823711	0
tsrna-13445	2.635421114	0	5.16606977	8.809718882	6.276833463	0	0	3.984222479	0	0
tsrna-24847	15.81252668	1.084043743	6.457587213	0	1.255366693	5.979895591	7.533268798	3.984222479	5.664823711	3.285205079
tsrna-17795	0	0	1.291517443	0	1.255366693	0	0	0	0	0
tsrna-02247	0	1.084043743	0	0	0	5.979895591	3.766634399	1.992111239	0	0
tsrna-01552	0	0	1.291517443	0	0	0	0	0	0	0
tsrna-01118	0	1.084043743	1.291517443	4.404859441	0	5.979895591	7.533268798	0	5.664823711	0
tsrna-20276	0	0	2.583034885	4.404859441	2.510733385	0	0	0	5.664823711	0
tsrna-01253	0	0	1.291517443	0	0	0	0	0	0	0
tsrna-02418	0	0	2.583034885	4.404859441	3.766100078	5.979895591	7.533268798	1.992111239	11.32964742	3.285205079
tsrna-04428	0	0	2.583034885	4.404859441	0	0	3.766634399	0	11.32964742	3.285205079
tsrna-07782	0	0	1.291517443	0	6.276833463	0	7.533268798	0	5.664823711	6.570410158
tsrna-06986	0	0	0	0	0	0	0	1.992111239	5.664823711	0
tsrna-11573	0	0	1.291517443	17.61943776	0	0	0	0	0	0
tsrna-22140	7.906263342	0	5.16606977	4.404859441	3.766100078	0	3.766634399	1.992111239	16.99447113	0
tsrna-15787	0	0	0	0	0	0	0	0	0	3.285205079
tsrna-07074	0	0	0	0	0	0	0	0	5.664823711	0
tsrna-16150	0	2.168087487	1.291517443	4.404859441	3.766100078	5.979895591	7.533268798	5.976333718	0	0
tsrna-14465	0	0	1.291517443	44.04859441	0	0	0	1.992111239	5.664823711	0
tsrna-24442	0	0	0	0	0	5.979895591	0	0	0	0
tsrna-22936	0	1.084043743	0	4.404859441	1.255366693	0	0	3.984222479	0	0
tsrna-04383	0	0	1.291517443	0	0	0	0	0	0	0
tsrna-19804	316.2505337	75.88306203	102.029878	198.2186748	119.2598358	167.4370765	263.6644079	121.5187856	589.1416659	315.3796876
tsrna-10263	0	0	0	0	0	5.979895591	0	0	0	0
tsrna-14325	5.270842228	1.084043743	0	0	1.255366693	0	0	1.992111239	11.32964742	0
tsrna-03451	15.81252668	9.75639369	21.95579652	17.61943776	3.766100078	17.93968677	11.2999032	9.960556197	16.99447113	16.42602539
tsrna-10282	239.8233214	156.102299	192.4360989	189.408956	177.0067037	316.9344663	244.8312359	145.4241205	328.5597752	174.1158692
tsrna-22002	0	1.084043743	1.291517443	8.809718882	0	0	0	1.992111239	5.664823711	3.285205079
tsrna-12422	2.635421114	0	0	0	0	0	0	3.984222479	0	0
tsrna-06708	0	0	0	0	1.255366693	0	0	0	0	0
tsrna-08533	2.635421114	0	0	0	1.255366693	0	0	0	0	0
tsrna-26565	0	0	1.291517443	0	0	0	0	0	130.2909453	0
tsrna-20101	7.906263342	1.084043743	5.16606977	17.61943776	23.85196716	11.95979118	7.533268798	3.984222479	22.65929484	9.855615237
tsrna-26333	0	4.336174973	10.33213954	4.404859441	10.04293354	5.979895591	11.2999032	5.976333718	0	0
tsrna-16438	2.635421114	2.168087487	5.16606977	13.21457832	5.02146677	5.979895591	11.2999032	9.960556197	84.97235566	6.570410158
tsrna-03704	0	0	1.291517443	0	0	0	0	0	0	0
tsrna-24317	0	1.084043743	0	0	0	0	0	0	0	0
tsrna-03247	0	1.084043743	2.583034885	4.404859441	1.255366693	0	0	0	5.664823711	0
tsrna-23557	0	0	0	0	1.255366693	0	3.766634399	0	0	0
tsrna-14948	0	0	1.291517443	0	0	5.979895591	3.766634399	5.976333718	0	0
tsrna-22588	0	0	0	0	1.255366693	0	0	0	0	0
tsrna-03535	21.08336891	1.084043743	5.16606977	88.09718882	6.276833463	11.95979118	18.833172	7.968444958	101.9668268	9.855615237
tsrna-15325	2.635421114	1.084043743	1.291517443	4.404859441	5.02146677	0	3.766634399	3.984222479	16.99447113	3.285205079
tsrna-03233	2.635421114	4.336174973	9.040622098	8.809718882	21.34123377	23.91958236	18.833172	13.94477868	16.99447113	29.56684571
tsrna-20431	2.635421114	2.168087487	0	0	2.510733385	5.979895591	3.766634399	1.992111239	0	3.285205079
tsrna-15792	5.270842228	0	3.874552328	4.404859441	6.276833463	0	0	1.992111239	5.664823711	0
tsrna-11383	0	0	0	0	0	0	0	1.992111239	0	3.285205079
tsrna-15443	0	0	0	4.404859441	1.255366693	0	3.766634399	1.992111239	0	0
tsrna-17646	2.635421114	0	0	0	0	0	0	0	0	0
tsrna-00182	5.270842228	2.168087487	3.874552328	8.809718882	2.510733385	11.95979118	7.533268798	0	5.664823711	0
tsrna-01510	0	0	0	0	0	0	3.766634399	0	5.664823711	0
tsrna-13591	2.635421114	4.336174973	1.291517443	8.809718882	5.02146677	5.979895591	3.766634399	3.984222479	0	6.570410158
tsrna-15679	5.270842228	6.50426246	2.583034885	13.21457832	5.02146677	5.979895591	11.2999032	7.968444958	16.99447113	6.570410158
tsrna-11812	0	0	0	4.404859441	0	0	0	0	0	0
tsrna-01900	18.4479478	6.50426246	6.457587213	13.21457832	11.29830023	17.93968677	33.89970959	17.92900116	11.32964742	29.56684571
tsrna-21017	0	1.084043743	0	8.809718882	2.510733385	0	0	9.960556197	0	3.285205079
tsrna-06289	224.0107947	32.5213123	104.6129128	132.1457832	74.06663486	47.83916473	86.63259118	71.71600462	226.5929484	200.3975098
tsrna-02080	121.2293712	18.42874364	45.20311049	145.3603616	64.02370132	53.81906032	75.33268798	47.81066975	147.2854165	124.837793
tsrna-13382	0	0	0	0	0	0	0	1.992111239	0	0
tsrna-17606	5.270842228	0	1.291517443	4.404859441	5.02146677	0	0	5.976333718	0	9.855615237
tsrna-21587	0	0	1.291517443	0	3.766100078	0	0	0	0	3.285205079
tsrna-15466	0	0	2.583034885	0	1.255366693	0	3.766634399	0	5.664823711	0
tsrna-13691	0	0	0	4.404859441	0	0	0	0	5.664823711	0
tsrna-01289	7.906263342	5.420218717	5.16606977	4.404859441	6.276833463	5.979895591	7.533268798	0	124.6261216	3.285205079
tsrna-24041	2.635421114	0	18.0812442	57.26317273	6.276833463	0	7.533268798	13.94477868	11.32964742	6.570410158
tsrna-21906	0	2.168087487	0	0	0	0	0	1.992111239	5.664823711	0
tsrna-19628	0	1.084043743	0	0	6.276833463	0	3.766634399	1.992111239	11.32964742	0
tsrna-00397	0	0	0	0	0	0	0	0	0	3.285205079
tsrna-15260	0	0	0	8.809718882	0	0	0	0	0	0
tsrna-02820	2.635421114	0	0	4.404859441	0	0	0	1.992111239	5.664823711	6.570410158
tsrna-07187	10.54168446	4.336174973	7.749104656	8.809718882	11.29830023	23.91958236	30.13307519	17.92900116	11.32964742	13.14082032
tsrna-20810	13.17710557	8.672349947	12.91517443	30.83401609	23.85196716	0	15.0665376	45.81855851	33.98894226	16.42602539
tsrna-10675	0	0	0	4.404859441	1.255366693	0	0	0	5.664823711	0
tsrna-10612	0	0	0	0	0	0	0	0	11.32964742	0
tsrna-09055	0	0	0	0	0	0	3.766634399	3.984222479	0	0
tsrna-11269	0	0	0	0	1.255366693	0	0	0	0	3.285205079
tsrna-06208	34.26047448	14.09256866	20.66427908	22.0242972	13.80903362	17.93968677	33.89970959	9.960556197	22.65929484	36.13725587
tsrna-12028	0	0	0	0	0	0	3.766634399	0	0	0
tsrna-10863	2.635421114	0	2.583034885	0	2.510733385	5.979895591	0	0	0	0
tsrna-06877	0	0	0	0	1.255366693	0	0	0	0	0
tsrna-26557	0	1.084043743	0	8.809718882	0	0	0	0	0	0
tsrna-22753	39.53131671	11.92448118	9.040622098	22.0242972	18.83050039	11.95979118	18.833172	9.960556197	84.97235566	36.13725587
tsrna-03362	337.3339026	287.271592	371.9570235	352.3887553	306.309473	340.8540487	395.4966119	366.5484681	385.2080123	410.6506349
tsrna-18716	0	0	1.291517443	4.404859441	1.255366693	0	22.59980639	1.992111239	0	3.285205079
tsrna-21060	0	0	0	4.404859441	1.255366693	0	7.533268798	1.992111239	0	0
tsrna-11883	0	0	0	0	0	0	0	1.992111239	0	0
tsrna-07547	2.635421114	1.084043743	1.291517443	0	0	0	0	1.992111239	0	0
tsrna-07708	0	0	1.291517443	0	1.255366693	0	0	0	16.99447113	0
tsrna-21512	0	0	1.291517443	4.404859441	0	0	0	1.992111239	0	0
tsrna-17555	0	0	0	0	0	0	0	1.992111239	0	0
tsrna-03361	390.0423249	271.0109358	321.5878432	308.3401609	307.5648397	269.0953016	376.6634399	332.682577	288.9060092	302.2388673
tsrna-17295	2.635421114	0	0	4.404859441	0	0	0	0	0	6.570410158
tsrna-13872	0	0	0	0	0	0	0	0	0	6.570410158
tsrna-16473	10.54168446	2.168087487	2.583034885	8.809718882	6.276833463	0	0	1.992111239	16.99447113	3.285205079
tsrna-22960	0	1.084043743	1.291517443	8.809718882	2.510733385	0	3.766634399	1.992111239	0	0
tsrna-06258	2.635421114	1.084043743	1.291517443	0	0	5.979895591	0	0	0	0
tsrna-18850	5.270842228	1.084043743	1.291517443	0	0	11.95979118	0	1.992111239	0	0
tsrna-02730	7.906263342	1.084043743	6.457587213	8.809718882	2.510733385	5.979895591	11.2999032	0	28.32411855	6.570410158
tsrna-02930	2.635421114	3.25213123	5.16606977	8.809718882	3.766100078	5.979895591	15.0665376	3.984222479	11.32964742	6.570410158
tsrna-08217	0	0	2.583034885	8.809718882	0	0	0	0	5.664823711	3.285205079
tsrna-02407	0	0	0	0	0	0	0	0	5.664823711	0
tsrna-03807	13.17710557	2.168087487	3.874552328	17.61943776	3.766100078	0	15.0665376	9.960556197	16.99447113	6.570410158
tsrna-04776	0	0	1.291517443	0	0	0	0	0	0	0
tsrna-06202	0	0	0	4.404859441	1.255366693	0	0	1.992111239	11.32964742	3.285205079
tsrna-16185	0	1.084043743	0	0	0	0	0	0	0	0
tsrna-14491	0	0	0	17.61943776	1.255366693	0	0	3.984222479	28.32411855	3.285205079
tsrna-14685	0	1.084043743	0	8.809718882	3.766100078	0	3.766634399	1.992111239	5.664823711	0
tsrna-20618	0	1.084043743	2.583034885	4.404859441	0	5.979895591	0	0	0	0
tsrna-08922	5.270842228	0	3.874552328	0	1.255366693	5.979895591	0	0	0	3.285205079
tsrna-22943	123.8647924	10.84043743	24.53883141	74.8826105	25.10733385	41.85926914	33.89970959	23.90533487	215.263301	78.84492189
tsrna-22721	0	0	0	4.404859441	0	5.979895591	0	0	0	0
tsrna-15800	0	0	5.16606977	0	7.532200156	11.95979118	11.2999032	9.960556197	0	9.855615237
tsrna-18473	7.906263342	0	11.62365698	4.404859441	5.02146677	0	7.533268798	11.95266744	11.32964742	3.285205079
tsrna-02778	0	0	0	0	0	0	0	0	5.664823711	0
tsrna-02698	15.81252668	0	1.291517443	22.0242972	3.766100078	17.93968677	3.766634399	0	28.32411855	3.285205079
tsrna-12399	1496.919193	5163.300349	3015.693228	3092.211328	3447.236938	2332.15928	2621.577542	3892.585362	1699.447113	2766.142676
tsrna-18340	7.906263342	4.336174973	3.874552328	13.21457832	3.766100078	29.89947796	7.533268798	7.968444958	16.99447113	6.570410158
tsrna-03705	0	0	0	4.404859441	0	0	0	0	0	0
tsrna-17327	0	0	0	0	0	0	0	0	5.664823711	0
tsrna-11563	7.906263342	2.168087487	9.040622098	8.809718882	8.787566848	11.95979118	26.36644079	17.92900116	28.32411855	13.14082032
tsrna-00115	21.08336891	5.420218717	7.749104656	8.809718882	10.04293354	23.91958236	18.833172	7.968444958	5.664823711	9.855615237
tsrna-24444	28.98963225	16.26065615	7.749104656	48.45345385	7.532200156	17.93968677	64.03278479	9.960556197	84.97235566	16.42602539
tsrna-12958	92.23973899	31.43726856	134.317814	123.3360643	51.4700344	23.91958236	45.19961279	83.66867206	33.98894226	88.70053713
tsrna-23894	7.906263342	18.42874364	6.457587213	22.0242972	13.80903362	5.979895591	11.2999032	11.95266744	11.32964742	19.71123047
tsrna-01382	0	0	0	0	0	0	0	0	5.664823711	0
tsrna-14834	0	2.168087487	0	0	1.255366693	0	7.533268798	15.93688992	11.32964742	6.570410158
tsrna-20452	5.270842228	1.084043743	1.291517443	0	2.510733385	0	18.833172	5.976333718	5.664823711	9.855615237
tsrna-22158	34.26047448	14.09256866	10.33213954	17.61943776	12.55366693	17.93968677	18.833172	3.984222479	16.99447113	32.85205079
tsrna-22370	2.635421114	0	0	0	0	0	0	0	0	0
tsrna-05281	118.5939501	15.17661241	24.53883141	39.64373497	50.2146677	11.95979118	41.43297839	7.968444958	11.32964742	39.42246095
tsrna-03643	28.98963225	7.588306203	24.53883141	35.23887553	12.55366693	0	26.36644079	11.95266744	28.32411855	0
tsrna-09586	229.2816369	44.44579348	86.53166865	145.3603616	94.15250195	107.6381206	124.2989352	63.74755966	334.2245989	206.96792
tsrna-00387	0	1.084043743	0	4.404859441	0	0	0	0	0	3.285205079
tsrna-24334	0	1.084043743	0	0	0	0	0	0	5.664823711	3.285205079
tsrna-08451	0	0	0	0	1.255366693	0	0	0	5.664823711	0
tsrna-00446	2.635421114	0	0	0	0	0	0	0	0	0
tsrna-11638	10.54168446	2.168087487	5.16606977	8.809718882	11.29830023	11.95979118	11.2999032	15.93688992	16.99447113	16.42602539
tsrna-06061	2.635421114	2.168087487	0	13.21457832	2.510733385	5.979895591	7.533268798	1.992111239	33.98894226	0
tsrna-14689	5.270842228	1.084043743	2.583034885	4.404859441	8.787566848	5.979895591	3.766634399	9.960556197	0	6.570410158
tsrna-18871	34.26047448	8.672349947	15.49820931	26.42915665	11.29830023	71.75874709	116.7656664	15.93688992	28.32411855	22.99643555
tsrna-07132	0	1.084043743	1.291517443	0	0	0	0	0	0	0
tsrna-19701	0	1.084043743	2.583034885	0	2.510733385	0	0	1.992111239	0	3.285205079
tsrna-12051	0	1.084043743	10.33213954	13.21457832	6.276833463	0	3.766634399	1.992111239	5.664823711	9.855615237
tsrna-03492	5.270842228	1.084043743	1.291517443	13.21457832	1.255366693	5.979895591	3.766634399	1.992111239	22.65929484	6.570410158
tsrna-23218	0	0	0	0	0	0	0	1.992111239	0	0
