GeneID	ACF001	ACF002	ACF004	ACF006	ALI001	ALI003	ALI006	ALI007
"GLDC"	0.0	302.0	0.0	22.0	0.0	0.0	0.0	0.0
"TRIL"	0.0	0.0	0.0	84.0	0.0	0.0	92.0	0.0
"MIR429"	0.0	0.0	60.0	114.0	0.0	0.0	0.0	0.0
"LOC284454"	140.0	326.0	132.0	59.0	0.0	0.0	138.0	108.0
"GLDN"	21.0	0.0	0.0	51.0	0.0	97.0	0.0	22.0
"GLE1"	129.0	651.0	101.0	596.0	114.0	91.0	126.0	171.0
"MILR1"	0.0	0.0	0.0	27.0	0.0	13.0	0.0	8.0
"CREB3L3"	0.0	0.0	21.0	0.0	0.0	0.0	0.0	23.0
"CREB3L4"	0.0	92.0	110.0	5.0	0.0	136.0	93.0	123.0
"CREB3L1"	472.0	381.0	643.0	249.0	463.0	216.0	347.0	632.0
"CREB3L2"	6.0	59.0	85.0	38.0	0.0	95.0	0.0	34.0
"PIP4K2A"	118.0	525.0	0.0	719.0	0.0	114.0	73.0	463.0
"MYEOV2"	539.0	834.0	34.0	302.0	735.0	308.0	235.0	187.0
"PIP4K2B"	256.0	437.0	528.0	794.0	498.0	146.0	96.0	138.0
"PIP4K2C"	142.0	94.0	79.0	135.0	0.0	257.0	66.0	83.0
"RP11-118E18.4"	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0
"OR2A15P"	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0
"PIH1D1"	649.0	1414.0	861.0	385.0	991.0	311.0	565.0	608.0
"GLCE"	0.0	0.0	0.0	0.0	0.0	0.0	70.0	0.0
"TRHR"	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0
"SARNP"	372.0	375.0	121.0	0.0	365.0	79.0	273.0	232.0
"KIAA0368"	982.0	458.0	631.0	466.0	439.0	170.0	167.0	247.0
"TYRO3"	0.0	35.0	143.0	91.0	0.0	38.0	2.0	167.0
"PIH1D3"	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0
"GLG1"	872.0	562.0	318.0	343.0	695.0	452.0	544.0	199.0
"DEPDC1P2"	0.0	1.0	49.0	9.0	0.0	0.0	44.0	0.0
"DEPDC1P1"	0.0	0.0	0.0	64.0	0.0	0.0	10.0	0.0
"SYF2P2"	0.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0
"AC145110.1"	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0
"MIR6769A"	0.0	0.0	0.0	0.0	0.0	0.0	125.0	0.0
"KIR2DS4"	0.0	0.0	0.0	0.0	164.0	4.0	0.0	0.0
"LOC101928208"	166.0	0.0	0.0	0.0	0.0	44.0	7.0	0.0
"KIAA0391"	0.0	0.0	0.0	30.0	225.0	0.0	6.0	0.0
"TRMU"	294.0	588.0	249.0	321.0	0.0	400.0	194.0	454.0
"LOC101928217"	0.0	134.0	0.0	0.0	0.0	0.0	0.0	0.0
"RP11-75C9.1"	0.0	0.0	1.0	0.0	0.0	218.0	0.0	0.0
"LOC101928215"	0.0	0.0	0.0	0.0	0.0	0.0	80.0	0.0
"TGFB1I1"	314.0	503.0	233.0	605.0	5.0	96.0	242.0	219.0
"LOC284412"	0.0	0.0	122.0	0.0	0.0	0.0	0.0	0.0
"RP5-1125A11.1"	1.0	0.0	0.0	57.0	0.0	86.0	106.0	0.0
"GLI1"	93.0	0.0	57.0	77.0	1.0	0.0	0.0	137.0
"LOC101928212"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	114.0
"PFAS"	146.0	905.0	61.0	50.0	0.0	28.0	0.0	54.0
"GLI3"	0.0	125.0	0.0	47.0	1.0	0.0	0.0	0.0
"GLI2"	0.0	92.0	34.0	176.0	0.0	0.0	33.0	10.0
"TRNG"	59.0	831.0	38.0	66.0	0.0	76.0	123.0	412.0
"GLI4"	119.0	323.0	930.0	142.0	336.0	586.0	1.0	287.0
"TRNF"	408.0	149.0	46.0	235.0	467.0	338.0	262.0	90.0
"TRNE"	99.0	502.0	11.0	399.0	127.0	118.0	221.0	192.0
"TRND"	78.0	304.0	61.0	38.0	0.0	43.0	123.0	104.0
"TRNC"	8183.0	10674.0	7296.0	2858.0	10470.0	6711.0	4382.0	5464.0
"PITPNA-AS1"	5.0	0.0	157.0	0.0	0.0	0.0	53.0	0.0
"TRNA"	103.0	567.0	91.0	160.0	83.0	2.0	62.0	135.0
"TRNN"	4453.0	4789.0	3680.0	807.0	8011.0	2826.0	2595.0	3358.0
"TRNM"	249.0	237.0	23.0	27.0	2.0	0.0	35.0	58.0
"NDUFB11P1"	162.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"TRNK"	182.0	44.0	1.0	15.0	0.0	125.0	30.0	14.0
"AC147651.4"	0.0	0.0	0.0	52.0	0.0	0.0	0.0	36.0
"TRNI"	252.0	233.0	67.0	151.0	466.0	13.0	103.0	143.0
"TRNH"	145.0	469.0	169.0	19.0	1.0	57.0	58.0	233.0
"RP11-265P11.2"	0.0	79.0	0.0	0.0	0.0	0.0	0.0	0.0
"LOC101928228"	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0
"RP11-719J20.1"	0.0	0.0	0.0	0.0	0.0	0.0	58.0	55.0
"LOC101928220"	0.0	0.0	0.0	102.0	320.0	0.0	0.0	58.0
"OR52V1P"	0.0	0.0	0.0	0.0	1.0	1.0	0.0	45.0
"ZNF599"	0.0	0.0	0.0	35.0	0.0	0.0	0.0	84.0
"ZNF598"	1.0	594.0	218.0	444.0	219.0	607.0	78.0	379.0
"ZNF596"	0.0	1.0	0.0	36.0	2.0	84.0	0.0	108.0
"ZNF595"	104.0	14.0	31.0	5.0	0.0	1.0	0.0	152.0
"ZNF594"	141.0	37.0	0.0	2.0	0.0	0.0	0.0	0.0
"ZNF593"	334.0	388.0	302.0	1329.0	624.0	622.0	495.0	482.0
"LOC101928236"	40.0	88.0	0.0	0.0	0.0	0.0	0.0	0.0
"ZNF592"	253.0	647.0	356.0	457.0	217.0	90.0	87.0	274.0
"GSTO3P"	64.0	0.0	0.0	0.0	0.0	87.0	0.0	0.0
"KIR2DP1"	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0
"LOC101928230"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0
"LOC101928235"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0
"SSFA2"	192.0	756.0	17.0	883.0	586.0	256.0	496.0	298.0
"LOC101928233"	0.0	0.0	0.0	105.0	0.0	0.0	0.0	0.0
"ZNF589"	0.0	0.0	0.0	47.0	0.0	0.0	0.0	0.0
"PPP1R26P2"	0.0	1.0	0.0	0.0	0.0	0.0	0.0	12.0
"ZNF587"	64.0	136.0	0.0	234.0	285.0	93.0	41.0	91.0
"ZNF586"	0.0	0.0	0.0	0.0	0.0	0.0	97.0	17.0
"ZNF584"	0.0	114.0	84.0	0.0	0.0	0.0	1.0	42.0
"LOC101928249"	0.0	0.0	0.0	97.0	0.0	0.0	0.0	0.0
"TRNW"	0.0	395.0	39.0	71.0	81.0	119.0	119.0	136.0
"TRNV"	97.0	257.0	13.0	122.0	1.0	90.0	97.0	88.0
"ZNF582"	0.0	41.0	64.0	0.0	0.0	0.0	0.0	46.0
"ZNF581"	78.0	260.0	318.0	471.0	592.0	79.0	75.0	146.0
"LOC101928248"	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0
"TRNT"	381.0	819.0	77.0	229.0	82.0	86.0	206.0	200.0
"ZNF580"	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0
"TRNR"	359.0	542.0	38.0	133.0	0.0	81.0	0.0	33.0
"TRNQ"	146.0	180.0	71.0	538.0	119.0	60.0	22.0	112.0
"TRNP"	453.0	773.0	170.0	794.0	26.0	177.0	107.0	412.0
"LAPTM5"	2368.0	2634.0	1248.0	2393.0	1783.0	779.0	734.0	1703.0
"OR8B10P"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0
"LOC101928242"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	108.0
"LOC101928240"	0.0	0.0	0.0	18.0	0.0	0.0	0.0	49.0
"LOC284441"	0.0	29.0	0.0	74.0	0.0	0.0	0.0	0.0
"SULF1"	0.0	32.0	0.0	5.0	111.0	67.0	0.0	63.0
"TRNY"	399.0	417.0	284.0	424.0	274.0	508.0	241.0	194.0
"LOC101928244"	0.0	0.0	0.0	159.0	0.0	84.0	0.0	0.0
"SULF2"	352.0	299.0	286.0	454.0	545.0	261.0	332.0	240.0
"KCNIP4-IT1"	9.0	0.0	95.0	0.0	0.0	28.0	0.0	0.0
"SARM1"	123.0	391.0	311.0	306.0	0.0	37.0	0.0	27.0
"RLIM"	169.0	181.0	0.0	207.0	180.0	0.0	236.0	1.0
"ZNF579"	274.0	531.0	153.0	367.0	249.0	124.0	101.0	523.0
"ZNF578"	0.0	0.0	0.0	0.0	0.0	145.0	0.0	0.0
"ZNF577"	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0
"LOC729557"	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0
"ZNF576"	308.0	126.0	495.0	0.0	0.0	192.0	0.0	0.0
"ZNF575"	0.0	164.0	0.0	67.0	137.0	1.0	121.0	134.0
"ZNF574"	52.0	0.0	113.0	301.0	0.0	58.0	0.0	168.0
"ZNF573"	0.0	48.0	0.0	26.0	0.0	0.0	1.0	0.0
"ZNF572"	81.0	0.0	0.0	33.0	0.0	0.0	0.0	44.0
"ZNF571"	0.0	0.0	0.0	0.0	0.0	35.0	0.0	96.0
"PHLDB1"	408.0	219.0	88.0	0.0	0.0	0.0	0.0	46.0
"LOC101928258"	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0
"ZNF570"	0.0	0.0	73.0	52.0	0.0	0.0	0.0	0.0
"IRS1"	0.0	0.0	82.0	139.0	2.0	32.0	0.0	63.0
"LOC101928250"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0
"IRS2"	88.0	275.0	111.0	978.0	411.0	137.0	191.0	143.0
"METRNL"	1487.0	1763.0	1024.0	1714.0	629.0	659.0	303.0	357.0
"LOC101928255"	0.0	110.0	0.0	0.0	0.0	0.0	0.0	0.0
"ZNF569"	0.0	0.0	92.0	35.0	44.0	1.0	39.0	0.0
"ZNF568"	0.0	0.0	0.0	2.0	44.0	48.0	0.0	91.0
"ZNF567"	0.0	55.0	0.0	41.0	0.0	0.0	0.0	53.0
"ZNF566"	0.0	0.0	37.0	1.0	0.0	125.0	0.0	0.0
"PHLDA2"	518.0	882.0	89.0	0.0	453.0	360.0	32.0	345.0
"ZNF565"	0.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0
"PHLDA1"	216.0	115.0	60.0	193.0	178.0	23.0	0.0	55.0
"ZNF564"	74.0	0.0	25.0	20.0	225.0	15.0	0.0	13.0
"PHLDA3"	183.0	279.0	73.0	252.0	5.0	0.0	86.0	163.0
"ZNF563"	0.0	0.0	0.0	0.0	111.0	0.0	0.0	0.0
"ZNF562"	40.0	100.0	109.0	179.0	264.0	0.0	178.0	56.0
"ZNF561"	66.0	72.0	57.0	101.0	0.0	33.0	248.0	0.0
"SLC15A1"	0.0	32.0	0.0	0.0	0.0	17.0	1.0	0.0
"SLC15A2"	71.0	0.0	57.0	58.0	76.0	8.0	29.0	0.0
"LOC101928263"	11.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
"LOC101928261"	0.0	95.0	3.0	0.0	20.0	6.0	113.0	20.0
"LOC101928271"	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0
"ZNF559"	0.0	0.0	27.0	239.0	0.0	0.0	0.0	96.0
"ZNF558"	65.0	0.0	0.0	41.0	1.0	108.0	0.0	0.0
"ZNF557"	213.0	0.0	31.0	1.0	53.0	0.0	110.0	116.0
"ZNF555"	71.0	0.0	0.0	83.0	0.0	114.0	0.0	0.0
"PHLDB3"	462.0	187.0	323.0	75.0	521.0	440.0	167.0	69.0
"PHLDB2"	0.0	77.0	0.0	154.0	0.0	0.0	0.0	45.0
"ZNF554"	0.0	59.0	0.0	119.0	0.0	74.0	0.0	142.0
"ZNF552"	0.0	109.0	0.0	34.0	379.0	28.0	6.0	30.0
"GLYR1"	919.0	726.0	99.0	474.0	321.0	0.0	245.0	330.0
"ZNF551"	325.0	46.0	81.0	174.0	0.0	0.0	69.0	69.0
"ZNF550"	109.0	43.0	0.0	0.0	0.0	60.0	38.0	0.0
"LOC646709"	0.0	0.0	0.0	53.0	0.0	0.0	0.0	0.0
"OR8G3P"	0.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0
"GLO1"	102.0	219.0	119.0	37.0	128.0	64.0	119.0	221.0
"LOC101928274"	0.0	0.0	0.0	0.0	0.0	0.0	76.0	0.0
"LOC101928272"	0.0	0.0	0.0	17.0	0.0	64.0	0.0	0.0
"LOC101928273"	0.0	0.0	0.0	71.0	0.0	0.0	0.0	0.0
"LOC101928278"	0.0	46.0	0.0	54.0	0.0	0.0	0.0	0.0
"LOC646708"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	208.0
"LOC101928279"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0
"PHF21A"	308.0	330.0	209.0	1380.0	34.0	46.0	147.0	155.0
"PHF21B"	1.0	0.0	0.0	0.0	0.0	22.0	0.0	130.0
"LOC101928277"	0.0	0.0	83.0	47.0	0.0	0.0	0.0	0.0
"LOC101928281"	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0
"LOC101928282"	0.0	0.0	0.0	76.0	0.0	66.0	0.0	0.0
"ZNF549"	51.0	83.0	41.0	0.0	68.0	0.0	175.0	0.0
"LOC729506"	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0
"ZNF548"	0.0	31.0	1.0	0.0	0.0	0.0	20.0	74.0
"ZNF546"	0.0	74.0	0.0	70.0	0.0	0.0	0.0	0.0
"ZNF544"	146.0	245.0	41.0	138.0	17.0	59.0	0.0	48.0
"SLC15A3"	1020.0	1077.0	116.0	839.0	223.0	449.0	242.0	445.0
"ZNF543"	184.0	79.0	0.0	100.0	0.0	0.0	0.0	0.0
"KIAA0319"	0.0	126.0	60.0	43.0	0.0	0.0	72.0	0.0
"SLC15A4"	103.0	229.0	0.0	29.0	0.0	0.0	0.0	61.0
"ZNF542"	10.0	77.0	0.0	16.0	0.0	67.0	74.0	108.0
"ZNF541"	0.0	59.0	0.0	0.0	107.0	0.0	38.0	0.0
"SHFM1"	290.0	606.0	456.0	83.0	997.0	211.0	702.0	388.0
"GLMN"	77.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0
"CYBRD1"	124.0	218.0	15.0	290.0	146.0	2.0	20.0	95.0
"LOC101928286"	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0
"LOC101928289"	0.0	0.0	0.0	0.0	0.0	72.0	0.0	0.0
"AC109828.1"	0.0	88.0	0.0	0.0	0.0	0.0	0.0	0.0
"BRWD1-AS1"	0.0	0.0	73.0	0.0	0.0	0.0	0.0	0.0
"LOC101928292"	0.0	38.0	0.0	70.0	0.0	0.0	0.0	0.0
"LOC101928291"	94.0	202.0	0.0	0.0	6.0	2.0	209.0	113.0
"RLN2"	0.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0
"ZNF536"	255.0	0.0	0.0	0.0	0.0	11.0	0.0	114.0
"SPIRE1"	53.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0
"EFHB"	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0
"ZNF532"	0.0	214.0	24.0	159.0	184.0	15.0	0.0	45.0
"ZNF530"	0.0	0.0	2.0	0.0	0.0	59.0	0.0	57.0
"C19orf60"	1875.0	3106.0	1409.0	1185.0	840.0	1554.0	1583.0	1048.0
"SMC5-AS1"	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0
"LOC101928296"	0.0	0.0	49.0	0.0	0.0	0.0	0.0	0.0
"C19orf67"	0.0	0.0	0.0	76.0	0.0	0.0	125.0	0.0
"C19orf66"	85.0	452.0	201.0	294.0	183.0	198.0	226.0	106.0
"C19orf68"	1083.0	1086.0	47.0	1636.0	0.0	80.0	136.0	369.0
"SART1"	796.0	1748.0	1116.0	824.0	1501.0	853.0	335.0	1013.0
"CYP4F62P"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0
"SART3"	0.0	140.0	133.0	420.0	0.0	26.0	321.0	63.0
"GM2A"	480.0	859.0	374.0	63.0	290.0	237.0	252.0	179.0
"ZNF529"	0.0	79.0	125.0	0.0	0.0	67.0	31.0	36.0
"ZNF528"	0.0	0.0	0.0	297.0	3.0	0.0	0.0	0.0
"SLC26A4-AS1"	0.0	0.0	0.0	0.0	0.0	84.0	0.0	0.0
"LOC646730"	50.0	0.0	0.0	0.0	409.0	0.0	0.0	0.0
"ZNF527"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0
"ZNF526"	421.0	168.0	122.0	474.0	0.0	0.0	22.0	0.0
"ZNF525"	183.0	159.0	0.0	43.0	362.0	67.0	1.0	0.0
"ZNF524"	48.0	411.0	122.0	1060.0	102.0	1060.0	158.0	349.0
"INSL3"	0.0	0.0	59.0	224.0	0.0	0.0	0.0	11.0
"ZNF521"	0.0	0.0	0.0	109.0	0.0	0.0	0.0	1.0
"INSL5"	0.0	0.0	38.0	0.0	0.0	2.0	0.0	0.0
"RP11-445H22.3"	40.0	0.0	0.0	108.0	0.0	0.0	0.0	0.0
"C19orf73"	0.0	108.0	0.0	0.0	0.0	0.0	0.0	0.0
"C19orf70"	694.0	732.0	303.0	279.0	2042.0	755.0	289.0	792.0
"C19orf71"	0.0	0.0	0.0	102.0	0.0	68.0	129.0	90.0
"HMGN3-AS1"	65.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"LOC646719"	25.0	0.0	0.0	180.0	1.0	29.0	0.0	23.0
"C19orf77"	183.0	821.0	420.0	145.0	106.0	121.0	178.0	506.0
"OR5BD1P"	0.0	0.0	0.0	69.0	0.0	0.0	40.0	0.0
"SARS2"	1.0	109.0	235.0	0.0	175.0	90.0	98.0	171.0
"ZNF519"	0.0	54.0	0.0	33.0	0.0	0.0	66.0	64.0
"ZNF517"	72.0	171.0	0.0	47.0	0.0	18.0	28.0	148.0
"ZNF516"	209.0	1238.0	1.0	924.0	18.0	77.0	80.0	173.0
"ZNF514"	96.0	103.0	39.0	51.0	64.0	0.0	36.0	50.0
"ZNF513"	0.0	147.0	210.0	368.0	0.0	105.0	0.0	127.0
"ZNF512"	382.0	315.0	114.0	216.0	0.0	66.0	33.0	275.0
"SMPDL3B"	80.0	318.0	45.0	0.0	12.0	299.0	45.0	256.0
"ZNF511"	453.0	339.0	93.0	0.0	0.0	172.0	82.0	110.0
"ZNF510"	0.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0
"SMPDL3A"	128.0	0.0	34.0	87.0	163.0	23.0	78.0	0.0
"GLS2"	0.0	0.0	15.0	0.0	0.0	0.0	63.0	0.0
"C19orf83"	0.0	1.0	0.0	0.0	0.0	129.0	0.0	0.0
"TYRP1"	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"C19orf82"	0.0	159.0	0.0	0.0	0.0	84.0	0.0	0.0
"GLT6D1"	83.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"GLRX"	2.0	441.0	88.0	229.0	307.0	174.0	442.0	261.0
"ZNF507"	61.0	34.0	10.0	1.0	267.0	0.0	47.0	249.0
"ZNF506"	88.0	80.0	0.0	0.0	0.0	57.0	33.0	0.0
"ZNF503"	0.0	0.0	0.0	0.0	0.0	20.0	0.0	123.0
"LOC260422"	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0
"ZNF502"	0.0	73.0	0.0	62.0	0.0	113.0	0.0	0.0
"ZNF501"	0.0	0.0	0.0	35.0	0.0	0.0	135.0	0.0
"ZNF500"	0.0	75.0	80.0	210.0	0.0	0.0	88.0	296.0
"IRX1"	0.0	72.0	0.0	0.0	0.0	0.0	0.0	0.0
"IRX6"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0
"IRX3"	0.0	29.0	0.0	140.0	0.0	0.0	0.0	0.0
"IRX4"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0
"CLCA3P"	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0
"LOC646736"	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0
"PFKL"	4039.0	5817.0	2174.0	4856.0	3756.0	3672.0	2148.0	4156.0
"INSM2"	201.0	248.0	0.0	0.0	0.0	0.0	0.0	0.0
"PFKM"	0.0	0.0	0.0	93.0	0.0	0.0	0.0	105.0
"PFKP"	5.0	728.0	66.0	573.0	78.0	4.0	93.0	252.0
"KRT125P"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	118.0
"GLTP"	543.0	753.0	155.0	414.0	1373.0	253.0	169.0	454.0
"SYNJ2BP-COX16"	160.0	280.0	82.0	69.0	439.0	0.0	46.0	20.0
"C19orf26"	110.0	376.0	165.0	150.0	146.0	290.0	72.0	0.0
"C19orf25"	481.0	643.0	302.0	252.0	269.0	436.0	171.0	162.0
"C19orf24"	486.0	2282.0	691.0	235.0	1840.0	1007.0	718.0	429.0
"MBD3L1"	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0
"LOC646652"	0.0	0.0	0.0	56.0	0.0	197.0	21.0	117.0
"RP11-290F5.2"	0.0	144.0	0.0	0.0	0.0	0.0	0.0	0.0
"ZNF609"	224.0	97.0	38.0	210.0	173.0	1.0	145.0	190.0
"ZNF608"	0.0	62.0	0.0	35.0	0.0	0.0	0.0	0.0
"EDNRB"	0.0	132.0	0.0	50.0	0.0	0.0	0.0	0.0
"RUSC2"	89.0	0.0	0.0	0.0	0.0	0.0	0.0	92.0
"ZNF607"	0.0	275.0	0.0	0.0	0.0	11.0	139.0	0.0
"RUSC1"	340.0	1048.0	365.0	88.0	267.0	141.0	157.0	189.0
"ZNF606"	40.0	0.0	0.0	0.0	0.0	36.0	132.0	0.0
"ZNF605"	13.0	92.0	64.0	37.0	0.0	0.0	65.0	72.0
"ZNF600"	1.0	142.0	78.0	0.0	0.0	81.0	41.0	0.0
"GLUL"	1057.0	3615.0	538.0	3523.0	769.0	447.0	478.0	691.0
"KRT126P"	212.0	0.0	0.0	245.0	0.0	0.0	63.0	0.0
"C19orf38"	1.0	424.0	85.0	295.0	1.0	97.0	68.0	1.0
"C19orf33"	6395.0	5012.0	6474.0	1525.0	4614.0	3703.0	2260.0	3397.0
"C19orf35"	165.0	451.0	164.0	216.0	78.0	0.0	215.0	122.0
"FLJ37453"	0.0	0.0	0.0	175.0	0.0	13.0	0.0	24.0
"LOC646644"	0.0	2.0	46.0	0.0	0.0	0.0	0.0	0.0
"PFN4"	0.0	0.0	0.0	0.0	292.0	0.0	0.0	0.0
"PFN1"	10410.0	21305.0	4767.0	17290.0	8979.0	4968.0	6187.0	8257.0
"PFN2"	266.0	162.0	0.0	85.0	0.0	0.0	40.0	44.0
"CECR5-AS1"	0.0	0.0	45.0	0.0	0.0	0.0	35.0	0.0
"WFDC12"	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0
"C19orf40"	103.0	66.0	0.0	0.0	0.0	33.0	1.0	0.0
"WFDC11"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0
"TMEM161B"	0.0	37.0	0.0	0.0	0.0	0.0	0.0	32.0
"C19orf43"	2838.0	2788.0	1886.0	2775.0	1301.0	1045.0	1155.0	1537.0
"TMEM161A"	159.0	430.0	375.0	17.0	1.0	205.0	157.0	24.0
"C19orf48"	301.0	760.0	136.0	314.0	892.0	315.0	1004.0	528.0
"LOC644006"	1.0	3.0	1.0	0.0	0.0	0.0	0.0	58.0
"C19orf45"	0.0	1.0	1.0	0.0	0.0	232.0	0.0	0.0
"IRF5P1"	155.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0
"C19orf44"	0.0	0.0	11.0	0.0	0.0	0.0	0.0	134.0
"C19orf47"	161.0	0.0	46.0	79.0	291.0	0.0	0.0	38.0
"LOC150051"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0
"LOC441511"	32.0	0.0	0.0	0.0	101.0	0.0	0.0	0.0
"LOC646670"	0.0	0.0	0.0	0.0	0.0	101.0	0.0	0.0
"WFDC13"	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0
"C19orf52"	0.0	80.0	0.0	205.0	0.0	60.0	0.0	237.0
"C19orf54"	138.0	211.0	140.0	470.0	1.0	189.0	0.0	110.0
"C19orf53"	746.0	393.0	531.0	181.0	4.0	160.0	638.0	439.0
"SS18L1"	0.0	131.0	158.0	0.0	0.0	0.0	87.0	46.0
"SS18L2"	0.0	105.0	69.0	228.0	0.0	0.0	39.0	30.0
"C19orf59"	0.0	0.0	0.0	77.0	0.0	59.0	0.0	0.0
"C19orf55"	0.0	1.0	0.0	78.0	0.0	0.0	0.0	0.0
"C19orf57"	0.0	137.0	0.0	0.0	0.0	0.0	57.0	75.0
"KRT24"	0.0	0.0	0.0	37.0	0.0	40.0	0.0	0.0
"KRT23"	0.0	9.0	75.0	29.0	0.0	0.0	0.0	21.0
"KRT20"	895.0	1340.0	954.0	68.0	1382.0	980.0	682.0	643.0
"KRT28"	86.0	0.0	1.0	13.0	0.0	0.0	0.0	0.0
"KRT27"	0.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0
"KRT26"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0
"C9orf9"	98.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0
"RP11-466F5.8"	0.0	0.0	79.0	0.0	0.0	0.0	1.0	0.0
"USP12P1"	0.0	0.0	0.0	0.0	0.0	10.0	0.0	34.0
"INSRR"	0.0	167.0	0.0	209.0	0.0	0.0	0.0	0.0
"KRT35"	0.0	0.0	0.0	0.0	0.0	65.0	0.0	249.0
"CLLU1OS"	0.0	0.0	1.0	70.0	0.0	0.0	0.0	0.0
"KRT32"	0.0	93.0	0.0	100.0	0.0	0.0	0.0	0.0
"KRT31"	0.0	0.0	0.0	95.0	0.0	0.0	0.0	0.0
"C1QTNF3-AMACR"	99.0	77.0	100.0	0.0	554.0	0.0	113.0	127.0
"LOC392181"	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0
"MPPED1"	0.0	197.0	0.0	0.0	0.0	0.0	0.0	0.0
"KRT39"	0.0	0.0	0.0	0.0	0.0	98.0	0.0	0.0
"KRT38"	0.0	0.0	0.0	113.0	0.0	55.0	0.0	0.0
"KRT36"	0.0	0.0	0.0	1.0	0.0	79.0	0.0	0.0
"MPPED2"	0.0	0.0	70.0	0.0	0.0	42.0	0.0	0.0
"MIR5582"	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0
"RP11-624C23.1"	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0
"ARNTL"	130.0	77.0	0.0	15.0	0.0	6.0	0.0	0.0
"ZNF137P"	86.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0
"CA12"	625.0	627.0	419.0	120.0	113.0	312.0	495.0	342.0
"CA11"	6.0	91.0	1.0	401.0	210.0	174.0	60.0	0.0
"ARNT2"	0.0	0.0	0.0	0.0	7.0	0.0	16.0	0.0
"C19orf10"	607.0	1086.0	1058.0	237.0	1439.0	640.0	637.0	599.0
"CA10"	0.0	58.0	0.0	43.0	0.0	0.0	0.0	0.0
"KRT13"	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0
"KRT12"	0.0	0.0	0.0	100.0	267.0	0.0	0.0	33.0
"C19orf18"	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0
"KRT10"	185.0	275.0	133.0	90.0	355.0	239.0	74.0	66.0
"C19orf12"	187.0	41.0	0.0	598.0	3.0	225.0	0.0	34.0
